2026-05-28 12:28:40,039 | INFO     | ai_automation.test_cart_add_from_search_inline[Canon] | START tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[Canon]
2026-05-28 12:28:40,040 | INFO     | ai_automation.api.data_driven | Step: find product for 'Canon'
2026-05-28 12:28:40,043 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,043 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,044 | INFO     | ai_automation.api.data_driven | Step: add product 30 to cart
2026-05-28 12:28:40,044 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,047 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,047 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,050 | INFO     | ai_automation.test_cart_add_from_search_inline[Canon] | END   tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[Canon]
