2026-05-29 11:40:10,374 | INFO     | ai_automation.test_cart_add_from_search_json[MacBook] | START tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[MacBook]
2026-05-29 11:40:10,375 | INFO     | ai_automation.api.data_driven | Step: JSON cart add for 'MacBook'
2026-05-29 11:40:10,376 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-29 11:40:10,376 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-29 11:40:10,377 | INFO     | ai_automation.api.data_driven | Step: add product 43 from query 'MacBook'
2026-05-29 11:40:10,377 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-29 11:40:10,377 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-29 11:40:10,378 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-29 11:40:10,379 | INFO     | ai_automation.test_cart_add_from_search_json[MacBook] | END   tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[MacBook]
