2026-07-03 00:54:19,218 | INFO     | ai_automation.test_cart_add_from_search_inline[MacBook] | START tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[MacBook]
2026-07-03 00:54:19,220 | INFO     | ai_automation.api.data_driven | Annotated call: TestCartApiInline.test_cart_add_from_search_inline(query='MacBook')
2026-07-03 00:54:19,220 | INFO     | ai_automation.api.data_driven | Step: find product for 'MacBook'
2026-07-03 00:54:19,221 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,221 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,222 | INFO     | ai_automation.api.data_driven | Step: add product 43 to cart
2026-07-03 00:54:19,222 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,224 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,224 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,227 | INFO     | ai_automation.test_cart_add_from_search_inline[MacBook] | END   tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[MacBook]
