2026-07-03 14:12:50,405 | INFO     | ai_automation.test_cart_add_from_search_json[Canon] | START tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[Canon]
2026-07-03 14:12:50,406 | INFO     | ai_automation.api.data_driven | Annotated call: TestCartApiJson.test_cart_add_from_search_json(query='Canon')
2026-07-03 14:12:50,406 | INFO     | ai_automation.api.data_driven | Step: JSON cart add for 'Canon'
2026-07-03 14:12:50,407 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 14:12:50,407 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 14:12:50,407 | INFO     | ai_automation.api.data_driven | Step: add product 30 from query 'Canon'
2026-07-03 14:12:50,408 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 14:12:50,408 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 14:12:50,408 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 14:12:50,411 | INFO     | ai_automation.test_cart_add_from_search_json[Canon] | END   tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[Canon]
