2026-07-03 00:54:19,297 | INFO     | ai_automation.test_cart_total_positive_after_add_inline[iPhone] | START tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_total_positive_after_add_inline[iPhone]
2026-07-03 00:54:19,298 | INFO     | ai_automation.api.data_driven | Annotated call: TestCartApiInline.test_cart_total_positive_after_add_inline(query='iPhone')
2026-07-03 00:54:19,298 | INFO     | ai_automation.api.data_driven | Step: add 'iPhone' product to cart
2026-07-03 00:54:19,299 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,299 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,299 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,300 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,300 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 00:54:19,300 | INFO     | ai_automation.api.data_driven | Cart total after adding 'iPhone': 123.2
2026-07-03 00:54:19,302 | INFO     | ai_automation.test_cart_total_positive_after_add_inline[iPhone] | END   tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_total_positive_after_add_inline[iPhone]
