2026-07-03 13:15:09,818 | INFO     | ai_automation.test_cart_add_from_search_json[MacBook] | START tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[MacBook]
2026-07-03 13:15:09,820 | INFO     | ai_automation.api.data_driven | Annotated call: TestCartApiJson.test_cart_add_from_search_json(query='MacBook')
2026-07-03 13:15:09,820 | INFO     | ai_automation.api.data_driven | Step: JSON cart add for 'MacBook'
2026-07-03 13:15:09,821 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 13:15:09,821 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 13:15:09,821 | INFO     | ai_automation.api.data_driven | Step: add product 43 from query 'MacBook'
2026-07-03 13:15:09,822 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 13:15:09,822 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 13:15:09,823 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-07-03 13:15:09,825 | INFO     | ai_automation.test_cart_add_from_search_json[MacBook] | END   tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[MacBook]
