2026-05-28 12:28:40,238 | INFO     | ai_automation.test_cart_add_from_search_json[Canon] | START tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[Canon]
2026-05-28 12:28:40,240 | INFO     | ai_automation.api.data_driven | Step: JSON cart add for 'Canon'
2026-05-28 12:28:40,240 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,241 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,241 | INFO     | ai_automation.api.data_driven | Step: add product 30 from query 'Canon'
2026-05-28 12:28:40,241 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,242 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,243 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,248 | INFO     | ai_automation.test_cart_add_from_search_json[Canon] | END   tests/api/test_api_data_driven.py::TestCartApiJson::test_cart_add_from_search_json[Canon]
