2026-05-28 12:28:40,033 | INFO     | ai_automation.test_cart_add_from_search_inline[iPhone] | START tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[iPhone]
2026-05-28 12:28:40,035 | INFO     | ai_automation.api.data_driven | Step: find product for 'iPhone'
2026-05-28 12:28:40,036 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,036 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,036 | INFO     | ai_automation.api.data_driven | Step: add product 40 to cart
2026-05-28 12:28:40,037 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,039 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,039 | DEBUG    | charset_normalizer | Encoding detection: ascii is most likely the one.
2026-05-28 12:28:40,042 | INFO     | ai_automation.test_cart_add_from_search_inline[iPhone] | END   tests/api/test_api_data_driven.py::TestCartApiInline::test_cart_add_from_search_inline[iPhone]
